MSN,YYYYMM,Value_x,Column_Order,Description,Unit,Month,Date,Value_y,c_v,Anomaly
PMTCBUS,202310,3.066815,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,10,2023-10-01,56.03,13.35,1.93
FFTCBUS,202310,6.215547,4,Total Fossil Fuels Consumption,Quadrillion Btu,10,2023-10-01,56.03,13.35,1.93
NUETBUS,202310,0.642125,5,Nuclear Electric Power Consumption,Quadrillion Btu,10,2023-10-01,56.03,13.35,1.93
HVTCBUS,202310,0.053475,6,Hydroelectric Power Consumption,Quadrillion Btu,10,2023-10-01,56.03,13.35,1.93
GETCBUS,202310,0.010238,7,Geothermal Energy Consumption,Quadrillion Btu,10,2023-10-01,56.03,13.35,1.93
SOTCBUS,202310,0.074296,8,Solar Energy Consumption,Quadrillion Btu,10,2023-10-01,56.03,13.35,1.93
WYTCBUS,202310,0.1229,9,Wind Energy Consumption,Quadrillion Btu,10,2023-10-01,56.03,13.35,1.93
BMTCBUS,202310,0.42376,10,Biomass Energy Consumption,Quadrillion Btu,10,2023-10-01,56.03,13.35,1.93
RETCBUS,202310,0.684669,11,Total Renewable Energy Consumption,Quadrillion Btu,10,2023-10-01,56.03,13.35,1.93
TETCBUS,202310,7.54304,12,Total Primary Energy Consumption,Quadrillion Btu,10,2023-10-01,56.03,13.35,1.93
CLTCBUS,202311,0.629312,1,Coal Consumption,Quadrillion Btu,11,2023-11-01,44.22,6.788888889,2.53
NNTCBUS,202311,2.919805,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,11,2023-11-01,44.22,6.788888889,2.53
PMTCBUS,202311,2.978286,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,11,2023-11-01,44.22,6.788888889,2.53
FFTCBUS,202311,6.525209,4,Total Fossil Fuels Consumption,Quadrillion Btu,11,2023-11-01,44.22,6.788888889,2.53
NUETBUS,202311,0.650717,5,Nuclear Electric Power Consumption,Quadrillion Btu,11,2023-11-01,44.22,6.788888889,2.53
HVTCBUS,202311,0.058092,6,Hydroelectric Power Consumption,Quadrillion Btu,11,2023-11-01,44.22,6.788888889,2.53
GETCBUS,202311,0.010131,7,Geothermal Energy Consumption,Quadrillion Btu,11,2023-11-01,44.22,6.788888889,2.53
SOTCBUS,202311,0.056874,8,Solar Energy Consumption,Quadrillion Btu,11,2023-11-01,44.22,6.788888889,2.53
WYTCBUS,202311,0.124352,9,Wind Energy Consumption,Quadrillion Btu,11,2023-11-01,44.22,6.788888889,2.53
BMTCBUS,202311,0.412628,10,Biomass Energy Consumption,Quadrillion Btu,11,2023-11-01,44.22,6.788888889,2.53
RETCBUS,202311,0.662076,11,Total Renewable Energy Consumption,Quadrillion Btu,11,2023-11-01,44.22,6.788888889,2.53
TETCBUS,202311,7.840186,12,Total Primary Energy Consumption,Quadrillion Btu,11,2023-11-01,44.22,6.788888889,2.53
CLTCBUS,202312,0.675922,1,Coal Consumption,Quadrillion Btu,12,2023-12-01,39.76,4.311111111,7.08
NNTCBUS,202312,3.299976,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,12,2023-12-01,39.76,4.311111111,7.08
PMTCBUS,202312,2.974597,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,12,2023-12-01,39.76,4.311111111,7.08
FFTCBUS,202312,6.945716,4,Total Fossil Fuels Consumption,Quadrillion Btu,12,2023-12-01,39.76,4.311111111,7.08
NUETBUS,202312,0.719666,5,Nuclear Electric Power Consumption,Quadrillion Btu,12,2023-12-01,39.76,4.311111111,7.08
HVTCBUS,202312,0.064922,6,Hydroelectric Power Consumption,Quadrillion Btu,12,2023-12-01,39.76,4.311111111,7.08
GETCBUS,202312,0.010418,7,Geothermal Energy Consumption,Quadrillion Btu,12,2023-12-01,39.76,4.311111111,7.08
SOTCBUS,202312,0.050393,8,Solar Energy Consumption,Quadrillion Btu,12,2023-12-01,39.76,4.311111111,7.08
WYTCBUS,202312,0.129787,9,Wind Energy Consumption,Quadrillion Btu,12,2023-12-01,39.76,4.311111111,7.08
BMTCBUS,202312,0.436878,10,Biomass Energy Consumption,Quadrillion Btu,12,2023-12-01,39.76,4.311111111,7.08
RETCBUS,202312,0.692398,11,Total Renewable Energy Consumption,Quadrillion Btu,12,2023-12-01,39.76,4.311111111,7.08
TETCBUS,202312,8.362348,12,Total Primary Energy Consumption,Quadrillion Btu,12,2023-12-01,39.76,4.311111111,7.08
CLTCBUS,202401,0.875835,1,Coal Consumption,Quadrillion Btu,1,2024-01-01,31.89,-0.061111111,1.77
NNTCBUS,202401,3.835165,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,1,2024-01-01,31.89,-0.061111111,1.77
PMTCBUS,202401,2.886003,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,1,2024-01-01,31.89,-0.061111111,1.77
FFTCBUS,202401,7.596268,4,Total Fossil Fuels Consumption,Quadrillion Btu,1,2024-01-01,31.89,-0.061111111,1.77
NUETBUS,202401,0.722021,5,Nuclear Electric Power Consumption,Quadrillion Btu,1,2024-01-01,31.89,-0.061111111,1.77
HVTCBUS,202401,0.074846,6,Hydroelectric Power Consumption,Quadrillion Btu,1,2024-01-01,31.89,-0.061111111,1.77
GETCBUS,202401,0.010227,7,Geothermal Energy Consumption,Quadrillion Btu,1,2024-01-01,31.89,-0.061111111,1.77
SOTCBUS,202401,0.053232,8,Solar Energy Consumption,Quadrillion Btu,1,2024-01-01,31.89,-0.061111111,1.77
WYTCBUS,202401,0.119183,9,Wind Energy Consumption,Quadrillion Btu,1,2024-01-01,31.89,-0.061111111,1.77
BMTCBUS,202401,0.406551,10,Biomass Energy Consumption,Quadrillion Btu,1,2024-01-01,31.89,-0.061111111,1.77
RETCBUS,202401,0.664038,11,Total Renewable Energy Consumption,Quadrillion Btu,1,2024-01-01,31.89,-0.061111111,1.77
TETCBUS,202401,8.988253,12,Total Primary Energy Consumption,Quadrillion Btu,1,2024-01-01,31.89,-0.061111111,1.77
CLTCBUS,202402,0.558589,1,Coal Consumption,Quadrillion Btu,2,2024-02-01,40.82,4.9,7.0
NNTCBUS,202402,3.075297,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,2,2024-02-01,40.82,4.9,7.0
PMTCBUS,202402,2.728209,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,2,2024-02-01,40.82,4.9,7.0
FFTCBUS,202402,6.360537,4,Total Fossil Fuels Consumption,Quadrillion Btu,2,2024-02-01,40.82,4.9,7.0
NUETBUS,202402,0.67503,5,Nuclear Electric Power Consumption,Quadrillion Btu,2,2024-02-01,40.82,4.9,7.0
HVTCBUS,202402,0.068599,6,Hydroelectric Power Consumption,Quadrillion Btu,2,2024-02-01,40.82,4.9,7.0
GETCBUS,202402,0.009529,7,Geothermal Energy Consumption,Quadrillion Btu,2,2024-02-01,40.82,4.9,7.0
SOTCBUS,202402,0.065101,8,Solar Energy Consumption,Quadrillion Btu,2,2024-02-01,40.82,4.9,7.0
WYTCBUS,202402,0.141809,9,Wind Energy Consumption,Quadrillion Btu,2,2024-02-01,40.82,4.9,7.0
BMTCBUS,202402,0.397551,10,Biomass Energy Consumption,Quadrillion Btu,2,2024-02-01,40.82,4.9,7.0
RETCBUS,202402,0.682589,11,Total Renewable Energy Consumption,Quadrillion Btu,2,2024-02-01,40.82,4.9,7.0
TETCBUS,202402,7.718703,12,Total Primary Energy Consumption,Quadrillion Btu,2,2024-02-01,40.82,4.9,7.0
CLTCBUS,202403,0.489788,1,Coal Consumption,Quadrillion Btu,3,2024-03-01,44.98,7.211111111,3.48
NNTCBUS,202403,2.895944,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,3,2024-03-01,44.98,7.211111111,3.48
PMTCBUS,202403,2.9245,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,3,2024-03-01,44.98,7.211111111,3.48
FFTCBUS,202403,6.306149,4,Total Fossil Fuels Consumption,Quadrillion Btu,3,2024-03-01,44.98,7.211111111,3.48
NUETBUS,202403,0.66209,5,Nuclear Electric Power Consumption,Quadrillion Btu,3,2024-03-01,44.98,7.211111111,3.48
HVTCBUS,202403,0.07957,6,Hydroelectric Power Consumption,Quadrillion Btu,3,2024-03-01,44.98,7.211111111,3.48
GETCBUS,202403,0.009777,7,Geothermal Energy Consumption,Quadrillion Btu,3,2024-03-01,44.98,7.211111111,3.48
SOTCBUS,202403,0.083833,8,Solar Energy Consumption,Quadrillion Btu,3,2024-03-01,44.98,7.211111111,3.48
WYTCBUS,202403,0.155726,9,Wind Energy Consumption,Quadrillion Btu,3,2024-03-01,44.98,7.211111111,3.48
BMTCBUS,202403,0.422184,10,Biomass Energy Consumption,Quadrillion Btu,3,2024-03-01,44.98,7.211111111,3.48
RETCBUS,202403,0.75109,11,Total Renewable Energy Consumption,Quadrillion Btu,3,2024-03-01,44.98,7.211111111,3.48
TETCBUS,202403,7.71814,12,Total Primary Energy Consumption,Quadrillion Btu,3,2024-03-01,44.98,7.211111111,3.48
CLTCBUS,202404,0.465295,1,Coal Consumption,Quadrillion Btu,4,2024-04-01,53.64,12.02222222,2.6
NNTCBUS,202404,2.474893,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,4,2024-04-01,53.64,12.02222222,2.6
PMTCBUS,202404,2.875616,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,4,2024-04-01,53.64,12.02222222,2.6
FFTCBUS,202404,5.811362,4,Total Fossil Fuels Consumption,Quadrillion Btu,4,2024-04-01,53.64,12.02222222,2.6
NUETBUS,202404,0.60226,5,Nuclear Electric Power Consumption,Quadrillion Btu,4,2024-04-01,53.64,12.02222222,2.6
HVTCBUS,202404,0.066112,6,Hydroelectric Power Consumption,Quadrillion Btu,4,2024-04-01,53.64,12.02222222,2.6
GETCBUS,202404,0.009762,7,Geothermal Energy Consumption,Quadrillion Btu,4,2024-04-01,53.64,12.02222222,2.6
SOTCBUS,202404,0.098226,8,Solar Energy Consumption,Quadrillion Btu,4,2024-04-01,53.64,12.02222222,2.6
WYTCBUS,202404,0.161664,9,Wind Energy Consumption,Quadrillion Btu,4,2024-04-01,53.64,12.02222222,2.6
BMTCBUS,202404,0.401692,10,Biomass Energy Consumption,Quadrillion Btu,4,2024-04-01,53.64,12.02222222,2.6
RETCBUS,202404,0.737456,11,Total Renewable Energy Consumption,Quadrillion Btu,4,2024-04-01,53.64,12.02222222,2.6
TETCBUS,202404,7.149498,12,Total Primary Energy Consumption,Quadrillion Btu,4,2024-04-01,53.64,12.02222222,2.6
CLTCBUS,202405,0.561752,1,Coal Consumption,Quadrillion Btu,5,2024-05-01,62.28,16.82222222,2.09
NNTCBUS,202405,2.41141,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,5,2024-05-01,62.28,16.82222222,2.09
PMTCBUS,202405,3.079843,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,5,2024-05-01,62.28,16.82222222,2.09
FFTCBUS,202405,6.05055,4,Total Fossil Fuels Consumption,Quadrillion Btu,5,2024-05-01,62.28,16.82222222,2.09
NUETBUS,202405,0.679097,5,Nuclear Electric Power Consumption,Quadrillion Btu,5,2024-05-01,62.28,16.82222222,2.09
HVTCBUS,202405,0.077169,6,Hydroelectric Power Consumption,Quadrillion Btu,5,2024-05-01,62.28,16.82222222,2.09
GETCBUS,202405,0.009637,7,Geothermal Energy Consumption,Quadrillion Btu,5,2024-05-01,62.28,16.82222222,2.09
SOTCBUS,202405,0.111978,8,Solar Energy Consumption,Quadrillion Btu,5,2024-05-01,62.28,16.82222222,2.09
WYTCBUS,202405,0.132019,9,Wind Energy Consumption,Quadrillion Btu,5,2024-05-01,62.28,16.82222222,2.09
BMTCBUS,202405,0.429063,10,Biomass Energy Consumption,Quadrillion Btu,5,2024-05-01,62.28,16.82222222,2.09
RETCBUS,202405,0.759866,11,Total Renewable Energy Consumption,Quadrillion Btu,5,2024-05-01,62.28,16.82222222,2.09
TETCBUS,202405,7.489668,12,Total Primary Energy Consumption,Quadrillion Btu,5,2024-05-01,62.28,16.82222222,2.09
CLTCBUS,202406,0.718646,1,Coal Consumption,Quadrillion Btu,6,2024-06-01,71.8,22.11111111,3.33
NNTCBUS,202406,2.514852,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,6,2024-06-01,71.8,22.11111111,3.33
PMTCBUS,202406,2.901465,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,6,2024-06-01,71.8,22.11111111,3.33
FFTCBUS,202406,6.130156,4,Total Fossil Fuels Consumption,Quadrillion Btu,6,2024-06-01,71.8,22.11111111,3.33
NUETBUS,202406,0.712744,5,Nuclear Electric Power Consumption,Quadrillion Btu,6,2024-06-01,71.8,22.11111111,3.33
HVTCBUS,202406,0.072238,6,Hydroelectric Power Consumption,Quadrillion Btu,6,2024-06-01,71.8,22.11111111,3.33
GETCBUS,202406,0.009561,7,Geothermal Energy Consumption,Quadrillion Btu,6,2024-06-01,71.8,22.11111111,3.33
SOTCBUS,202406,0.119023,8,Solar Energy Consumption,Quadrillion Btu,6,2024-06-01,71.8,22.11111111,3.33
